Name,C-1,C-2,C-5,C-6,7D-2,7D-3,7D-6,7D-7,14D-3,14D-5,14D-6,14D-7,21D-3,21D-5,21D-6,21D-7
TRINITY_DN2000_c1_g1_i1,2,0,4,1,10,1,2,5,2,1,3,4,0,4,1,3
TRINITY_DN97033_c0_g1_i2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN157496_c0_g1_i1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
TRINITY_DN341688_c0_g1_i1,0,0,1,0,1,0,0,1,0,0,4,0,2,0,0,1
TRINITY_DN23016_c0_g1_i12,18,7,4,10,5,4,3,12,4,0,8,0,0,5,3,25
TRINITY_DN2383_c0_g1_i1,0,6,0,1,0,2,0,0,3,7,7,5,3,11,4,7
TRINITY_DN2383_c0_g1_i2,97,65,162,41,43,13,38,0,28,11,20,33,12,40,71,17
TRINITY_DN2383_c0_g1_i3,1598,865,839,0,1041,59,173,16,0,1189,1144,199,0,2933,1933,10
TRINITY_DN274910_c0_g1_i1,0,0,0,0,14,0,0,0,0,3,1,0,0,0,3,0
TRINITY_DN2383_c0_g1_i5,54,25,0,16,13,25,11,13,10,38,27,52,60,55,0,66
TRINITY_DN2383_c0_g1_i6,217,477,413,300,463,330,800,415,851,606,156,1880,1980,289,310,2226
TRINITY_DN341151_c0_g1_i1,1,0,0,1,0,3,0,0,0,0,0,0,1,2,0,0
TRINITY_DN14583_c0_g2_i7,6,0,0,0,0,5,0,0,0,0,9,18,1,0,2,0
TRINITY_DN14583_c0_g2_i8,7,2,3,4,12,6,8,9,4,0,4,2,4,3,0,14
TRINITY_DN181902_c0_g2_i1,0,1,0,0,3,1,0,0,1,0,0,3,1,1,0,1
TRINITY_DN30960_c0_g1_i1,3,0,2,0,0,5,2,3,0,11,10,2,6,2,5,8
TRINITY_DN59160_c1_g1_i1,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0
TRINITY_DN266893_c0_g1_i1,0,1,1,1,0,0,1,1,1,0,1,0,2,3,0,8
TRINITY_DN59160_c1_g1_i5,2,2,1,0,0,0,0,0,0,0,0,8,3,0,2,0
TRINITY_DN196818_c0_g1_i1,3,0,0,1,4,0,0,0,0,0,0,1,1,1,0,3
TRINITY_DN40027_c4_g1_i2,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0
TRINITY_DN2755_c2_g2_i1,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0
TRINITY_DN143317_c0_g1_i1,3,0,0,0,6,2,3,0,2,6,0,6,0,2,0,0
TRINITY_DN291595_c0_g1_i1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TRINITY_DN10771_c0_g1_i1,6,0,1,3,11,18,1,0,2,2,1,9,0,5,3,6
TRINITY_DN18000_c1_g1_i1,0,5,0,0,13,0,0,0,3,1,2,0,0,2,0,0
TRINITY_DN421249_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN221946_c0_g1_i1,0,0,1,0,4,0,0,0,1,0,0,0,0,1,0,0
TRINITY_DN20339_c0_g1_i1,4,0,1,2,11,1,1,6,4,4,4,4,1,4,1,4
TRINITY_DN124683_c0_g1_i1,3,1,0,2,1,3,0,0,0,0,0,1,0,1,1,3
TRINITY_DN312662_c0_g1_i1,2,0,0,0,2,0,0,1,1,0,1,0,0,0,0,2
TRINITY_DN250435_c0_g1_i1,5,0,0,1,3,1,0,0,1,0,2,0,0,0,0,2
TRINITY_DN367627_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
TRINITY_DN3886_c0_g2_i1,97,62,51,82,178,148,86,73,68,27,51,172,43,58,49,146
TRINITY_DN171321_c0_g1_i2,132,93,89,160,300,302,147,90,65,23,95,436,119,166,118,337
TRINITY_DN313641_c0_g1_i1,0,0,0,0,3,3,1,0,1,0,1,3,2,3,1,1
TRINITY_DN219142_c0_g1_i2,3,15,0,10,7,5,2,1,1,0,12,1,12,4,14,24
TRINITY_DN424057_c0_g1_i1,5,0,2,9,0,0,5,0,4,0,1,0,8,3,4,0
TRINITY_DN219142_c0_g1_i4,0,1,0,0,0,2,0,0,0,0,0,0,3,2,2,2
TRINITY_DN93976_c1_g1_i2,10,0,0,0,1,2,1,1,0,0,0,1,0,0,0,3
TRINITY_DN363303_c0_g1_i1,2,0,0,0,0,3,3,6,0,0,0,4,1,0,0,1
TRINITY_DN39024_c0_g1_i3,27,12,19,37,52,62,44,34,22,9,22,78,9,30,11,63
TRINITY_DN357816_c0_g1_i1,0,3,0,7,13,4,5,3,0,0,1,12,1,7,5,2
TRINITY_DN56904_c0_g1_i1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN406142_c0_g1_i1,0,0,0,1,0,1,0,1,2,0,0,2,1,0,2,2
TRINITY_DN8133_c0_g1_i2,38,14,9,21,44,30,18,16,9,8,12,51,11,21,10,37
TRINITY_DN18370_c0_g2_i4,50,40,23,28,84,63,49,26,22,16,28,101,34,35,23,77
TRINITY_DN188264_c0_g1_i1,40,2,14,0,17,0,20,2,2,0,8,5,11,0,0,14
TRINITY_DN98012_c0_g1_i1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0
TRINITY_DN18370_c0_g2_i6,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0
TRINITY_DN188264_c0_g1_i3,5,21,11,13,8,3,0,10,5,1,5,4,2,6,4,8
TRINITY_DN449017_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN69080_c0_g3_i1,19,7,9,27,47,63,28,7,7,5,12,47,24,20,16,39
TRINITY_DN208884_c0_g1_i1,2,0,0,0,1,0,0,0,2,0,1,0,3,1,0,3
TRINITY_DN444246_c0_g1_i1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0
TRINITY_DN364369_c0_g1_i1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
TRINITY_DN133704_c0_g2_i2,1,0,0,2,4,1,2,4,5,1,4,6,3,0,0,12
TRINITY_DN123192_c0_g2_i1,1,2,5,4,5,4,2,4,5,0,1,3,2,3,2,5
TRINITY_DN61494_c0_g1_i1,0,0,2,1,0,4,4,0,3,6,9,3,1,2,2,4
TRINITY_DN15825_c0_g4_i1,46,11,18,28,63,58,22,25,16,10,17,41,8,18,10,48
TRINITY_DN25105_c0_g1_i2,1,0,0,0,8,5,1,0,3,0,0,1,2,0,0,0
TRINITY_DN79901_c0_g1_i1,5,1,0,0,2,0,1,4,0,0,0,0,0,0,1,3
TRINITY_DN11821_c3_g2_i1,1,3,0,0,4,4,1,0,1,0,0,0,0,3,0,7
TRINITY_DN38570_c4_g1_i1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39024_c0_g1_i9,19,10,6,4,38,11,0,0,0,2,0,7,5,1,11,13
TRINITY_DN265598_c0_g1_i1,1,0,3,1,6,5,3,1,0,0,1,1,3,3,0,0
TRINITY_DN125983_c0_g1_i1,1,0,0,1,2,0,0,0,1,0,0,0,3,0,0,3
TRINITY_DN21318_c0_g1_i1,6,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0
TRINITY_DN14943_c2_g1_i1,27,26,18,34,70,25,16,11,16,6,15,80,27,35,12,55
TRINITY_DN132206_c0_g1_i3,11,9,2,9,0,0,1,4,0,0,7,0,2,0,0,1
TRINITY_DN132206_c0_g1_i4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN370177_c0_g1_i1,2,2,0,3,4,4,2,3,0,1,0,4,2,0,0,2
TRINITY_DN132206_c0_g1_i6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN9316_c0_g1_i30,21,5,8,0,5,0,0,0,17,0,0,0,13,0,7,20
TRINITY_DN431627_c0_g1_i1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINITY_DN6023_c2_g1_i1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN9316_c0_g1_i33,26,40,0,0,0,0,0,0,19,0,22,44,0,130,0,167
TRINITY_DN366111_c0_g1_i1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN5345_c1_g1_i1,93,48,14,42,42,8,43,13,6,6,6,35,31,4,22,8
TRINITY_DN404894_c0_g1_i1,1,0,1,0,3,1,0,1,1,0,0,1,0,3,0,7
TRINITY_DN0_c1_g1_i3,160,109,95,181,396,338,160,197,108,57,106,341,95,138,105,329
TRINITY_DN135794_c0_g1_i1,0,1,1,0,0,0,0,0,2,0,3,0,2,0,5,0
TRINITY_DN26993_c0_g3_i1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
TRINITY_DN35237_c0_g1_i1,10,5,3,7,0,6,6,1,3,5,5,0,15,4,8,0
TRINITY_DN41389_c3_g1_i1,0,3,0,3,4,2,0,0,3,0,4,1,0,0,0,2
TRINITY_DN3367_c0_g1_i6,112,74,52,117,211,175,92,110,36,26,55,171,30,96,32,201
TRINITY_DN3367_c0_g1_i9,5,0,0,3,2,0,0,0,2,0,0,7,1,0,0,0
TRINITY_DN19861_c0_g1_i1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0
TRINITY_DN8369_c1_g1_i3,0,48,1,19,36,3,4,10,8,9,7,41,15,17,7,0
TRINITY_DN8369_c1_g1_i5,5,2,1,0,11,0,7,0,5,0,2,4,12,0,0,0
TRINITY_DN30319_c2_g1_i1,22,13,11,17,53,28,13,27,4,7,13,34,4,13,6,36
TRINITY_DN8369_c1_g1_i6,20,42,0,0,23,0,0,0,8,2,0,3,28,0,0,3
TRINITY_DN369456_c0_g1_i1,2,1,2,1,2,0,0,0,3,0,0,3,1,0,0,4
TRINITY_DN324509_c0_g1_i1,0,0,0,0,2,0,0,0,0,1,1,3,1,8,2,11
TRINITY_DN219679_c0_g1_i1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
TRINITY_DN51102_c0_g1_i2,16,1,1,12,24,10,3,6,2,0,0,13,4,9,6,10
TRINITY_DN61648_c1_g1_i1,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0
TRINITY_DN3367_c0_g1_i2,0,0,14,6,0,0,3,0,50,32,0,0,36,0,0,0
TRINITY_DN29429_c0_g1_i2,0,0,0,0,1,3,3,0,1,0,7,0,0,0,4,2
TRINITY_DN3367_c0_g1_i3,17,18,0,0,26,22,0,4,42,13,4,64,32,0,18,0
TRINITY_DN398976_c0_g1_i1,4,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0
TRINITY_DN29429_c0_g1_i4,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
TRINITY_DN3367_c0_g1_i5,155,85,84,120,252,252,116,143,44,10,89,263,29,90,68,269
TRINITY_DN42807_c0_g1_i1,9,2,0,4,5,4,4,1,3,2,0,7,2,2,0,3
TRINITY_DN78922_c0_g1_i1,19,4,3,1,1,0,0,0,0,2,1,0,0,0,0,1
TRINITY_DN438686_c0_g1_i1,3,0,0,1,4,4,0,0,1,0,0,0,0,0,0,0
TRINITY_DN18067_c0_g1_i5,7,0,0,0,0,10,0,0,2,0,0,0,0,0,9,0
TRINITY_DN23159_c0_g3_i1,2,0,0,0,3,0,1,1,0,0,1,0,0,0,1,3
TRINITY_DN70541_c5_g1_i2,1,0,1,0,5,2,2,0,1,0,0,2,0,5,0,0
TRINITY_DN125662_c0_g1_i2,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2
TRINITY_DN47647_c0_g2_i1,1,1,0,2,2,3,3,2,1,0,1,0,1,0,0,0
TRINITY_DN1257_c2_g1_i2,251,215,273,155,220,27,75,79,121,163,63,131,143,115,204,35
TRINITY_DN58949_c0_g1_i1,6,6,1,3,0,0,0,2,0,0,0,0,0,0,2,0
TRINITY_DN388593_c0_g1_i1,1,0,0,1,15,7,2,12,0,1,0,7,1,1,2,3
TRINITY_DN97309_c0_g2_i1,24,14,21,14,10,2,12,2,11,5,3,5,8,7,8,0
TRINITY_DN13085_c0_g1_i1,62,14,18,17,107,120,70,52,19,11,33,89,46,28,0,81
TRINITY_DN13085_c0_g1_i2,152,98,80,134,332,183,105,115,119,46,78,281,110,123,54,316
TRINITY_DN13085_c0_g1_i3,73,30,67,81,171,195,66,91,37,13,45,156,12,45,35,116
TRINITY_DN125662_c0_g1_i4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN82988_c0_g1_i1,0,1,0,1,1,1,0,0,0,1,3,3,1,0,2,0
TRINITY_DN13080_c0_g1_i1,534,318,287,493,1071,862,469,517,360,156,358,1140,276,441,251,1157
TRINITY_DN38045_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
TRINITY_DN46071_c0_g1_i1,2,0,0,1,7,2,0,1,1,0,4,4,0,0,1,2
TRINITY_DN59218_c0_g1_i1,7,2,5,3,3,2,1,0,2,0,5,6,1,1,0,3
TRINITY_DN99381_c0_g2_i1,6,0,2,0,0,1,0,0,0,0,2,0,2,1,0,0
TRINITY_DN352729_c0_g1_i1,0,0,0,1,0,1,0,0,1,1,1,2,5,0,1,4
TRINITY_DN273931_c0_g1_i1,0,0,0,0,3,4,1,0,0,0,1,0,0,0,0,0
TRINITY_DN299_c6_g1_i2,9,5,3,0,4,4,4,0,0,4,1,3,21,4,2,4
TRINITY_DN195834_c0_g1_i1,0,0,1,2,3,1,3,0,0,0,0,1,0,0,0,1
TRINITY_DN33274_c0_g1_i1,1,1,0,0,0,0,0,0,0,0,3,4,4,3,1,3
TRINITY_DN25624_c0_g2_i1,6,1,0,0,4,1,1,0,1,1,0,2,2,0,2,0
TRINITY_DN33274_c0_g1_i2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN33500_c8_g1_i1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN79_c1_g1_i1,1061,556,801,415,923,429,695,542,991,1116,586,1491,1051,1094,1269,1293
TRINITY_DN37776_c0_g1_i1,16,4,3,11,18,7,6,9,0,0,6,14,2,7,2,13
TRINITY_DN214870_c0_g1_i1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN25283_c2_g1_i1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
TRINITY_DN37776_c0_g1_i3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
TRINITY_DN6373_c0_g2_i1,2,3,0,8,122,0,0,1,3,0,3,0,1,2,0,0
TRINITY_DN6373_c0_g2_i2,3,3,0,0,21,3,0,0,1,0,0,0,0,4,0,0
TRINITY_DN10016_c0_g2_i8,21,13,16,15,11,0,0,0,0,0,0,40,0,21,0,0
TRINITY_DN10016_c0_g2_i9,0,4,5,0,0,0,0,4,6,25,48,0,53,5,45,14
TRINITY_DN401055_c0_g1_i1,0,1,0,0,0,0,0,0,2,0,0,0,4,1,0,4
TRINITY_DN339407_c0_g1_i1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2
TRINITY_DN4346_c0_g1_i8,0,0,0,0,0,36,0,0,0,0,0,55,0,0,0,7
TRINITY_DN4346_c0_g1_i9,42,37,0,76,135,0,30,0,0,0,31,114,0,0,64,3
TRINITY_DN454872_c0_g1_i1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2
TRINITY_DN441932_c0_g1_i1,7,1,3,4,13,5,0,1,2,0,1,15,0,4,1,6
TRINITY_DN10016_c0_g2_i2,75,41,85,6,53,22,12,6,7,34,34,0,62,120,131,51
TRINITY_DN10016_c0_g2_i3,2,22,21,6,13,0,0,1,15,9,28,0,69,0,13,14
TRINITY_DN5325_c0_g1_i1,443,355,412,374,230,137,389,233,431,646,229,441,265,601,444,319
TRINITY_DN10016_c0_g2_i5,0,91,11,105,64,40,37,35,23,53,75,83,87,138,198,165
TRINITY_DN10016_c0_g2_i6,17,11,18,10,9,0,8,0,0,3,26,27,33,11,18,15
TRINITY_DN10016_c0_g2_i7,0,30,0,19,125,16,25,0,0,62,7,108,87,50,55,42
TRINITY_DN441937_c0_g1_i1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
TRINITY_DN11986_c1_g1_i1,3,3,3,9,19,7,10,10,5,2,4,11,6,17,1,18
TRINITY_DN320199_c0_g1_i1,4,1,0,0,1,0,0,2,0,1,0,1,1,1,0,4
TRINITY_DN13270_c0_g3_i2,3,0,0,1,5,2,0,1,0,0,0,1,2,0,5,0
TRINITY_DN24979_c0_g1_i1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINITY_DN13085_c0_g1_i4,117,87,79,133,248,185,71,90,83,30,86,202,40,82,70,282
TRINITY_DN22106_c0_g2_i2,158,86,92,141,309,267,129,120,73,36,90,315,75,106,66,272
TRINITY_DN13085_c0_g1_i7,16,0,0,19,0,3,6,10,0,0,0,0,0,0,0,0
TRINITY_DN319213_c0_g1_i1,9,2,0,15,2,0,3,2,0,0,1,0,1,0,0,1
TRINITY_DN1001_c0_g1_i2,1789,420,741,458,518,248,845,381,87,208,119,1550,468,123,111,189
TRINITY_DN1001_c0_g1_i3,2007,468,758,573,1173,573,1469,497,247,508,383,1883,712,410,564,650
TRINITY_DN22687_c0_g2_i1,13,1,8,6,0,0,1,0,2,4,7,0,2,2,2,4
TRINITY_DN434362_c0_g1_i1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN237057_c0_g1_i1,2,0,1,0,11,3,0,1,0,0,0,5,2,0,0,1
TRINITY_DN6003_c1_g1_i1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
TRINITY_DN87741_c0_g2_i1,2,1,0,0,1,0,1,1,0,0,0,0,3,0,0,3
TRINITY_DN341367_c0_g1_i1,1,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0
TRINITY_DN19066_c1_g1_i2,18,6,9,11,30,27,10,6,8,4,11,29,10,13,9,23
TRINITY_DN14064_c0_g1_i1,18,5,3,8,10,11,8,3,3,2,6,18,0,4,3,10
TRINITY_DN131746_c0_g2_i1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN131746_c0_g2_i2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN268141_c0_g1_i1,3,4,0,0,2,0,0,3,3,1,3,0,0,0,0,2
TRINITY_DN308639_c0_g1_i1,2,0,0,0,0,9,0,0,0,8,9,12,12,13,12,46
TRINITY_DN338601_c0_g1_i1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0
TRINITY_DN551_c1_g2_i1,70,170,91,123,95,36,80,67,86,62,64,178,185,83,105,74
TRINITY_DN139087_c0_g1_i1,5,4,0,0,0,4,1,0,0,5,0,3,4,1,0,3
TRINITY_DN48350_c0_g1_i1,0,0,0,0,15,6,0,0,0,0,0,15,0,0,3,0
TRINITY_DN18388_c0_g1_i4,6,4,2,2,1,0,0,0,6,0,3,0,0,0,2,5
TRINITY_DN48350_c0_g1_i2,23,9,4,17,27,15,10,9,24,4,5,16,11,10,5,33
TRINITY_DN12567_c0_g4_i1,45,25,27,8,9,24,7,5,14,18,33,20,34,16,12,19
TRINITY_DN16022_c0_g1_i3,10,0,0,0,7,0,1,4,2,1,1,5,3,2,4,3
TRINITY_DN34431_c0_g1_i2,6,2,1,0,3,2,0,4,1,0,1,5,1,5,1,3
TRINITY_DN10686_c1_g1_i1,0,2,0,1,6,1,0,0,0,1,0,0,0,3,0,0
TRINITY_DN336643_c0_g1_i1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN19046_c0_g1_i1,28,17,9,8,17,10,8,7,4,6,11,39,28,36,11,7
TRINITY_DN238357_c0_g1_i1,3,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0
TRINITY_DN453572_c0_g1_i1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TRINITY_DN19046_c0_g1_i2,56,27,37,19,26,0,7,21,8,16,72,35,15,35,19,145
TRINITY_DN80306_c0_g1_i1,1,1,0,0,4,0,0,2,2,0,1,0,6,8,0,3
TRINITY_DN309939_c0_g1_i1,3,5,5,0,2,2,2,0,0,2,0,2,0,3,2,0
TRINITY_DN321178_c0_g1_i1,3,0,0,0,5,0,3,2,0,1,0,2,1,3,2,0
TRINITY_DN186508_c0_g1_i1,4,3,0,2,0,0,0,0,1,0,0,0,2,1,0,0
TRINITY_DN54941_c0_g1_i1,4,2,0,0,0,2,0,0,2,0,0,0,1,0,0,1
TRINITY_DN403901_c0_g1_i1,0,3,0,1,14,0,1,5,1,0,0,5,2,3,3,1
TRINITY_DN60199_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN8685_c1_g1_i1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
TRINITY_DN100909_c0_g1_i1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1
TRINITY_DN23913_c0_g1_i6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN23913_c0_g1_i7,1,2,0,0,5,0,0,1,0,1,0,0,0,2,2,0
TRINITY_DN23913_c0_g1_i8,0,1,10,17,25,31,21,15,12,6,0,36,13,11,6,24
TRINITY_DN440953_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3
TRINITY_DN3683_c0_g1_i2,0,0,12,0,17,51,36,0,147,0,24,0,0,20,0,8
TRINITY_DN459859_c0_g1_i1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN4662_c0_g1_i3,159,70,57,119,210,221,103,116,98,35,75,268,39,106,37,227
TRINITY_DN4662_c0_g1_i4,93,56,57,73,122,141,75,77,38,22,56,146,46,67,35,128
TRINITY_DN4662_c0_g1_i5,11,0,33,13,39,22,0,35,9,5,12,63,11,15,26,79
TRINITY_DN9649_c0_g1_i1,0,13,2,0,1,0,0,4,7,1,0,3,0,0,0,2
TRINITY_DN9649_c0_g1_i2,13,0,0,10,0,2,8,0,1,0,7,9,18,9,8,7
TRINITY_DN112549_c0_g1_i1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TRINITY_DN378998_c0_g1_i1,4,0,2,1,3,1,1,1,2,0,1,9,1,1,2,11
TRINITY_DN67560_c0_g1_i1,7,1,1,1,0,0,2,1,1,0,2,0,8,0,1,4
TRINITY_DN4662_c0_g1_i1,11,11,6,9,39,25,21,10,8,9,10,35,11,9,4,24
TRINITY_DN239015_c0_g1_i1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
TRINITY_DN3683_c0_g1_i3,180,48,63,122,0,0,0,0,0,0,77,0,14,24,0,42
TRINITY_DN47371_c0_g1_i3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN125489_c0_g1_i1,7,1,3,0,9,6,4,5,3,0,4,5,5,4,1,17
TRINITY_DN3683_c0_g1_i6,488,304,833,1094,104,50,165,152,293,129,25,103,161,122,153,44
TRINITY_DN47371_c0_g1_i7,2,3,5,3,24,7,6,5,4,0,6,17,11,3,8,9
TRINITY_DN3683_c0_g1_i8,9,4,6,6,0,0,0,2,1,3,0,0,0,0,0,0
TRINITY_DN23913_c0_g1_i1,10,3,0,10,14,5,9,2,3,2,5,3,3,0,0,32
TRINITY_DN23913_c0_g1_i2,21,0,0,0,6,11,0,11,0,12,3,15,0,6,6,14
TRINITY_DN3743_c0_g1_i11,19,9,12,18,37,13,42,0,4,0,0,4,0,23,6,56
TRINITY_DN3743_c0_g1_i13,0,0,0,0,11,0,0,3,0,0,0,6,0,0,0,0
TRINITY_DN423788_c0_g1_i1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN3743_c0_g1_i14,2,0,0,0,0,2,2,0,5,0,0,0,3,0,0,10
TRINITY_DN3743_c0_g1_i15,51,21,18,34,108,122,46,34,42,19,25,90,24,31,27,87
TRINITY_DN6304_c0_g1_i1,10,6,8,0,0,2,0,2,1,0,2,1,3,1,1,1
TRINITY_DN3743_c0_g1_i10,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0
TRINITY_DN3362_c0_g1_i1,76,23,25,33,22,7,4,5,13,0,51,22,127,21,49,2
TRINITY_DN3362_c0_g1_i2,35,13,14,0,56,0,38,0,60,11,20,13,44,9,42,12
TRINITY_DN3362_c0_g1_i3,1159,604,1242,496,1353,274,511,283,556,218,200,864,1518,363,816,637
TRINITY_DN15043_c0_g1_i1,46,22,10,26,4,2,21,25,21,11,9,46,37,8,21,7
TRINITY_DN15043_c0_g1_i2,313,241,183,129,249,99,257,94,152,116,44,172,242,88,173,138
TRINITY_DN167091_c0_g1_i1,5,3,5,1,14,7,2,2,8,2,2,9,5,3,4,11
TRINITY_DN38755_c0_g1_i1,0,16,0,6,8,0,0,14,0,0,0,0,0,0,0,0
TRINITY_DN371650_c0_g1_i1,0,0,1,0,5,0,0,1,0,0,0,2,2,0,0,3
TRINITY_DN38755_c0_g1_i3,53,54,6,35,43,3,53,14,3,19,19,32,18,3,10,4
TRINITY_DN97269_c1_g1_i1,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,7
TRINITY_DN97269_c1_g1_i2,7,0,2,7,0,0,2,3,1,2,0,16,5,6,1,14
TRINITY_DN97269_c1_g1_i3,0,7,2,0,0,3,0,0,0,1,0,0,4,0,0,3
TRINITY_DN337622_c0_g1_i1,2,0,0,0,0,2,0,0,0,0,1,4,5,3,0,3
TRINITY_DN35731_c0_g1_i1,50,8,10,15,0,4,4,0,3,2,2,17,4,3,3,5
TRINITY_DN18067_c0_g1_i1,78,37,37,54,132,115,42,65,43,18,41,124,27,41,24,113
TRINITY_DN288729_c0_g1_i1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN235228_c0_g1_i1,3,1,2,2,8,6,0,2,3,1,0,3,4,0,1,10
TRINITY_DN39340_c0_g1_i3,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
TRINITY_DN222796_c0_g1_i1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TRINITY_DN39340_c0_g1_i4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TRINITY_DN10450_c0_g1_i1,408,260,250,323,806,545,348,335,229,119,234,705,236,296,203,727
TRINITY_DN14380_c0_g1_i1,7,3,5,3,0,3,29,0,1,22,2,11,4,3,2,18
TRINITY_DN24848_c0_g3_i5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
TRINITY_DN24848_c0_g3_i9,105,69,70,82,145,151,113,106,44,40,66,195,42,85,47,175
TRINITY_DN14380_c0_g1_i6,0,7,1,0,0,11,34,1,4,37,29,29,32,39,29,66
TRINITY_DN6491_c0_g1_i2,26,7,0,14,10,0,4,27,10,7,14,0,3,32,5,0
TRINITY_DN411754_c0_g1_i1,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0
TRINITY_DN6491_c0_g1_i8,75,71,95,92,27,88,15,18,58,34,67,129,40,89,62,82
TRINITY_DN6491_c0_g1_i9,49,0,0,0,3,0,0,0,3,0,0,5,6,9,0,19
TRINITY_DN10987_c0_g1_i2,18,5,8,4,0,12,9,3,0,10,33,26,23,23,8,32
TRINITY_DN10987_c0_g1_i3,28,5,6,9,2,1,3,13,4,12,23,1,3,4,11,11
TRINITY_DN221730_c0_g1_i1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1
TRINITY_DN10987_c0_g1_i4,319,190,377,192,379,145,130,219,232,327,323,327,306,367,173,429
TRINITY_DN10987_c0_g1_i5,30,18,0,30,0,0,0,6,15,0,11,10,28,22,12,11
TRINITY_DN457186_c0_g1_i1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
